flow_count,orig_bytes_sum,resp_bytes_sum,avg_duration,label
20,1438,5066,0.01910275,0
20,1584,5158,0.028803799999999997,0
20,1498,4576,0.12142389999999999,0
20,1388,4728,0.0180195,0
20,1520,4220,0.38296410000000003,0
20,1390,4528,0.031919199999999995,0
20,1434,5648,0.05095190000000001,0
20,1400,4752,0.04465715,0
20,8696,1275988,11.80925375,0
20,94792,944939,11.7534301,0
20,24905,2148623,0.16371874999999997,0
20,25265,2121125,0.171779,0
20,21823,1036210,5.1914703,0
20,12667,50296,30.7947022,0
20,7925,110130,55.03495089999999,0
20,30777,49335,33.7118429,0
20,39704,70538,19.164887999999998,0
20,247792,207042,4.997592599999999,0
20,40054,27173,1.5741365999999999,0
20,14516,253605,0.8162305,0
20,10920,131918,0.35446475,0
20,38151,43839,36.17960825,0
20,69890,178213,22.5788109,0
20,39883,267679,29.716605800000004,0
20,14372,299062,27.35111470000001,0
20,1510,3288,0.008069,0
20,1330,3134,0.007005699999999999,0
20,1354,3318,0.0041546,0
20,1368,3934,0.032482300000000006,0
20,1578,3326,0.032218000000000004,0
20,15943,299299,12.07234985,0
20,25834,589063,20.621061599999997,0
20,30097,136864,52.2604054,0
20,11763,98867,12.897305949999998,0
20,11061,22014,9.858834800000004,0
20,2352,7967,3.59283595,0
20,1397,3197,2.5137986000000003,0
20,1109,2917,0.0790097,0
20,1041,2223,1.8747453,0
20,1046,2405,3.6986185500000004,0
20,1158,2872,1.53329025,0
20,1075,2118,0.029350549999999996,0
20,1075,2766,6.121719799999999,0
20,1117,2500,5.9175904500000005,0
20,1135,2973,14.527753649999998,0
20,1182,3033,21.0144222,0
20,4290,51034,10.605788,0
20,768,2614,0.05350925000000001,0
20,8884,6872,5.5945765000000005,0
20,10394,11570,2.9167747000000004,0
20,2430,4736,4.710067899999999,0
20,228,114,0.010524700000000001,0
20,6,6,0.011074400000000002,0
20,460557,1068,0.0046461,0
20,425,66,7.065e-05,0
20,365,54,0.0001057,0
20,825,60,0.00077015,0
20,202,54,0.00304965,0
20,5612,66,0.005361949999999999,0
20,152,12,0.0006282999999999998,0
20,480,72,5.8895128,0
20,580,90,0.00108055,0
20,230,12,0.2031723,0
20,2533,6182,3.4396214499999997,0
20,11752,554484,12.03871565,0
20,2994,10805,0.8275575500000001,0
20,1464,1633,6.483687900000001,0
20,1842,1883,3.6526270500000004,0
20,190,48,0.017991399999999998,0
20,1800,3280,0.0002666,0
20,6202,15022,5.6402803,0
20,12817,13210,14.75737995,0
20,2147,7701,3.1794830500000004,0
20,46781,314634,35.9474499,0
20,22113,3242,3.6946305499999994,0
20,62607,57235,34.508554950000004,0
20,5533,16400,6.57813905,0
20,34075,538747,35.3065601,0
20,226,48,0.00507005,0
20,151,48,8.289999999999998e-05,0
20,423,54,0.00148885,0
20,412,24,0.0158427,0
20,182,36,0.004192,0
20,6634,11781,44.41225355,0
20,7309,95995,28.8857558,0
20,36231,50822,32.75413105,0
20,1454,5588,0.05493604999999999,0
20,1456,4496,0.0571843,0
20,1428,5120,0.03290735,0
20,1374,5296,0.02129495,0
20,7279,8764,17.925689,0
20,177389,181311,71.0847007,0
20,4506,18702,15.76334615,0
20,14414,38016,28.118440549999995,0
20,13571,32266,49.737321,0
20,45310,138916,32.779952099999996,0
20,1658,3382,0.06465309999999999,0
20,1394,3564,0.009733349999999998,0
20,1314,4264,0.0289207,0
20,1642,3346,0.03361720000000001,0
20,25539,25110,18.136639199999998,0
20,23496,144261,27.636127249999998,0
20,26663,34375,57.84174345,0
20,14766,1156671,26.407280150000002,0
20,25573,35889,6.3926559,0
20,3152,20186,15.410586799999999,0
20,1109,2084,5.7666822,0
20,1184,2893,4.129291199999999,0
20,1275,3215,9.87248855,0
20,1187,2882,8.2418792,0
20,1210,3049,3.0161146,0
20,1049,3284,3.0745093999999997,0
20,1195,3159,2.83189635,0
20,1190,3436,5.7909063000000005,0
20,1253,3625,15.103484099999994,0
20,1155,3532,14.4580375,0
20,4275,2383,9.41551055,0
20,11650,58126,34.579936350000004,0
20,2086,4710,0.038419400000000006,0
20,2546,6272,0.1967036,0
20,9705,32351,14.04323835,0
20,13557,432971,21.96439945,0
20,13444,666772,44.436149699999994,0
20,9982,18759,11.7376091,0
20,49764,175330,50.8150589,0
20,26828,256276,68.15048245,0
20,2556,5736,0.3045086,0
20,1554,3842,0.037069000000000005,0
20,1628,3588,0.03896665,0
20,1746,4090,0.03395385,0
20,1676,5348,0.03867455000000001,0
20,1670,4264,0.22938465000000002,0
20,1528,4362,0.040963700000000006,0
20,1636,4374,0.027657599999999994,0
20,1736,5312,0.0326848,0
20,1396,4646,0.025942599999999993,0
20,1560,4888,0.03173405,0
20,4765,24862,1.64523555,0
20,30475,605179,53.915515400000004,0
20,33469,726731,29.126678650000002,0
20,10194,150685,31.10574605,0
20,11811,51932,14.56361155,0
20,28282,105723,50.31856319999999,0
20,27793,130761,24.074654000000002,0
20,3659,20667,9.187939799999999,0
20,628,36,0.0016618499999999999,0
20,314,24,0.05122445,0
20,225,42,0.0011575499999999998,0
20,229,54,0.053370899999999985,0
20,610,60,5.6714353,0
20,515,30,0.010349800000000001,0
20,149,18,0.0011282,0
20,288,48,0.006862999999999999,0
20,1089,670,1.3433944499999997,0
20,1836,787,3.6112852,0
20,2851,6410,2.03784595,0
20,21756,1442,3.972447900000001,0
20,30134,33097,20.3933253,0
20,29320,507366,46.288345799999995,0
20,1670,3374,0.0015301,0
20,1382,3152,0.007473699999999998,0
20,1336,3530,0.01902795,0
20,1358,3330,0.00810675,0
20,1436,3390,0.014865600000000001,0
20,9296,110538,7.83433505,0
20,18184,446005,15.841165799999999,0
20,29713,515677,19.7139721,0
20,14866,428000,47.05214250000001,0
20,23806,80687,17.882620350000003,0
20,21223,43608,50.10338645,0
20,9543,12779,12.0536756,0
20,1460,4614,0.03628094999999999,0
20,1526,5610,0.037606400000000005,0
20,1432,5282,0.0816327,0
20,12763,512560,4.2029226,0
20,6046,385139,4.115477650000001,0
20,10974,710963,21.363978850000002,0
20,15420,13773,25.2154581,0
20,12411,32585,28.1937405,0
20,2280,7589,7.248093750000001,0
20,1050,2104,5.1648574,0
20,989,2421,4.911361250000001,0
20,1207,3452,10.0724394,0
20,3965,32053,20.20992005,0
20,50692,375915,41.4995907,0
20,1728,5502,0.012204799999999998,0
20,6066,21199,14.993237399999998,0
20,58568,55969,11.296597199999997,0
20,1818,8138,11.393788950000001,0
20,7743,642850,5.99661975,0
20,0,0,5.18e-05,0
20,430,66,0.004291399999999999,0
20,121,66,0.00024835000000000005,0
20,277,24,0.0060114,0
20,448,36,0.006361150000000001,0
20,1581,418,0.0079334,0
20,24781,10807,3.641699,0
20,199608,176042,25.6555162,0
20,11630,11903,17.61585025,0
20,1724,1858,0.002581,0
20,1478,4244,0.0166716,0
20,1670,3400,6.02115835,0
20,10418,20105,21.865032649999996,0
20,15017,10847,42.5712014,0
20,7901,23648,8.23142185,0
20,2227,7404,11.195476349999998,0
20,1158,2782,5.343286900000001,0
20,1046,2804,2.4181734,0
20,6557,358136,34.540196050000006,0
20,38325,250675,65.9016185,0
20,18792,249041,12.0679824,0
20,2252,4646,0.03298159999999999,0
20,2456,4484,0.031460150000000006,0
20,2370,4500,0.033827649999999994,0
20,2214,5300,0.026082150000000005,0
20,5489,20463,10.4283643,0
20,28968,96496,34.6884233,0
20,17261,66648,28.172071850000002,0
20,6875,2887,13.387466149999998,0
20,99,24,0.01575675,0
20,473,54,0.010918450000000003,0
20,158,78,6.0000949,0
20,837,24,0.26708775,0
20,1568,12,0.27288265,0
20,23322,9209,6.438701799999999,0
20,27948,33859,12.950966549999999,0
20,1764,3444,0.005744399999999999,0
20,692,1106,0.008455599999999999,0
20,9363,20177,16.4967446,0
20,1002,2458,0.046922000000000005,0
20,1321,2412,13.2831897,0
20,1251,3136,12.2950524,0
20,14250,302123,25.22597335,0
20,32723,18604,13.730113850000004,0
20,63282,58798,22.714201249999995,0
20,9281,234598,46.7330593,0
20,33265,514015,67.55543329999999,0
20,9753,35539,8.577176699999999,0
20,3883,21871,5.5470830499999995,0
20,1556,4506,0.0039323,0
20,1534,5076,0.010957599999999998,0
20,1664,5348,0.0069555500000000004,0
20,1444,3658,0.020901700000000002,0
20,1622,4668,0.047894149999999996,0
20,1764,2984,0.018638199999999997,0
20,1746,5052,0.026098699999999996,0
20,1538,4448,0.021877900000000002,0
20,3370,15021,5.78888365,0
20,12758,102266,44.346415050000004,0
20,13552,708987,13.128142199999996,0
20,13054,64402,22.6716659,0
20,15413,94870,50.404272000000006,0
20,14691,46242,16.31005435,0
20,1290,6293,5.851167549999999,0
20,398,42,0.0025600000000000006,0
20,330,30,0.0025074500000000005,0
20,1214,48,0.014162250000000001,0
20,9445,23570,3.46601015,0
20,16248,112313,40.673607450000006,0
20,2104,3742,0.026679299999999996,0
20,2252,4650,0.021554300000000002,0
20,27940,1047086,85.75730865,0
20,154763,529098,43.2386575,0
20,21213,277536,39.89137585,0
20,2824,28405,3.0048163,0
20,1310,3548,0.0123017,0
20,1330,3324,0.00867185,0
20,1350,4496,0.0563272,0
20,1426,3654,0.0156362,0
20,1610,3328,0.030119450000000002,0
20,16009,206187,26.894941,0
20,30574,333299,34.514938900000004,0
20,18911,295503,32.16660629999999,0
20,14091,96743,14.9123671,0
20,5829,10133,1.52035215,0
20,993,2281,0.18370979999999998,0
20,1211,3058,9.23857725,0
20,1237,3043,6.56462265,0
20,1274,3150,5.020331199999999,0
20,1094,2589,0.06385360000000001,0
20,1030,2629,0.04680365000000001,0
20,3260,7567,0.46333824999999995,0
20,42607,273310,72.4968403,0
20,43882,1328353,92.8988181,0
20,62487,847430,40.942982799999996,0
20,10491,134919,18.690720350000003,0
20,2254,5264,2.1720072999999998,0
20,2724,5244,0.04428895,0
20,2182,4144,0.029540449999999996,0
20,2662,5758,0.034208699999999995,0
20,2086,4196,0.03708445,0
20,2586,5050,0.0425172,0
20,2246,5340,0.02718545,0
20,22656,5268,0.02609795,0
20,24315,97652,38.27601095,0
20,25054,144977,65.46187675,0
20,30459,1857038,73.62539335000001,0
20,215888,111018,59.080370949999995,0
20,1106,622,0.0001438,0
20,9248,14374,5.764008300000001,0
20,6694,16468,0.17483434999999997,0
20,3963,7633,7.851952200000001,0
20,31,0,0.0001539,0
20,263,72,0.00076885,0
20,150,66,0.0001103,0
20,424,42,0.0023710000000000003,0
20,457,66,0.050280299999999986,0
20,9120,38208,36.466054299999996,0
20,18001,223432,36.28539735,0
20,1804,4512,0.02303375,0
20,2294,5084,0.02652985,0
20,2312,4798,0.07640905,0
20,2030,5030,0.017162749999999997,0
20,1932,4660,0.025793699999999996,0
20,2214,4644,0.018510350000000002,0
20,13148,12550,10.096024300000002,0
20,13564,164849,28.673012550000003,0
20,5902,15309,17.4244833,0
20,9730,42357,44.51925229999999,0
20,67745,59600,19.0604535,0
20,9408,70149,10.90084805,0
20,24201,11555,8.7742756,0
20,1548,2764,0.0037571,0
20,990,1846,0.0101748,0
20,8679,23437,21.071273200000004,0
20,978,2543,0.04251460000000001,0
20,1089,2785,1.30401,0
20,1046,2565,0.060258400000000004,0
20,1258,2923,7.185710300000001,0
20,1096,2420,0.48861315000000005,0
20,1222,3335,6.666589300000001,0
20,1114,2505,0.86653185,0
20,21329,1071618,63.7318231,0
20,31141,608060,69.1678709,0
20,52277,89282,42.33128730000001,0
20,1582,3242,0.01188275,0
20,2178,5418,0.027075350000000005,0
20,2810,5984,0.0473677,0
20,2154,4692,0.024016100000000002,0
20,2398,6402,0.028141350000000002,0
20,1920,5896,0.012885849999999999,0
20,2636,7266,4.54906345,0
20,2054,3830,0.027626199999999997,0
20,3524,5856,1.5667337,0
20,15600,35167,11.765923500000001,0
20,30580,101210,33.7256171,0
20,10583,51033,24.212591,0
20,71061,113956,30.500414400000004,0
20,34814,76277,23.37557365,0
20,26968,64444,18.543324699999996,0
20,23477,6534,8.616244799999999,0
20,4179,258922,7.2682482,0
20,385,78,0.00049355,0
20,317,60,0.05102025,0
20,592,78,0.0022611499999999995,0
20,224,54,0.10004754999999999,0
20,331,78,0.000766,0
20,636,72,5.75740535,0
20,565,12,0.005066200000000001,0
20,1268,4580,3.0844620999999997,0
20,150071,275519,18.6834421,0
20,19859,452263,44.956297299999996,0
20,5662,18495,14.905649449999995,0
20,1514,2784,0.00595825,0
20,1368,3520,0.0179716,0
20,1572,3644,0.0165428,0
20,34817,28035,63.33581525000001,0
20,41684,1979572,72.36272484999999,0
20,40292,2499590,29.202439749999996,0
20,26308,21704,17.660372549999998,0
20,1158,2819,8.87291575,0
20,1104,1961,1.2245802,0
20,1288,2424,6.6023879999999995,0
20,33861,48715,26.079895699999998,0
20,70091,527875,46.229849200000004,0
20,1376,4194,0.013487049999999997,0
20,1774,5178,0.0092113,0
20,2082,4106,0.06583779999999999,0
20,2328,4544,0.11807139999999997,0
20,15977,40501,10.325968099999999,0
20,37553,36329,21.14618315,0
20,120861,79435,51.523175800000004,0
20,13898,20576,11.98847435,0
20,442,84,0.0036197999999999994,0
20,174,66,0.05004289999999999,0
20,156,66,0.00030619999999999996,0
20,174,90,0.00305935,0
20,885,18,0.0006018,0
20,945,66,0.06911034999999999,0
20,4663,4418,3.0038717999999998,0
20,9990,55766,23.089259050000003,0
20,3924,13340,6.69293035,0
20,2230,4684,0.03080465,0
20,2102,5174,0.030738599999999998,0
20,2014,4488,0.024940250000000004,0
20,25679,1692777,40.59720599999999,0
20,14415,44336,57.5018047,0
20,22432,75643,44.361802,0
20,20681,12182,5.3547739,0
20,21098,365238,40.3817391,0
20,4522,51393,6.013465450000001,0
20,1296,3380,0.014311750000000002,0
20,1352,3582,0.0256785,0
20,1356,3936,0.02561885,0
20,1472,3380,0.018773900000000003,0
20,5578,15512,13.240490799999998,0
20,29168,503128,18.215787599999995,0
20,20008,950959,19.6699059,0
20,12459,178047,15.1184303,0
20,4181,5396,10.30339825,0
20,1138,3027,5.44817965,0
20,1231,2814,4.0805419999999994,0
20,1196,2737,9.859795049999999,0
20,1206,3155,10.607853200000003,0
20,1139,2395,10.047218600000003,0
20,1194,2869,16.007695,0
20,1519,3741,27.309026199999998,0
20,1110,2245,0.06725645,0
20,10287,73415,43.6913559,0
20,53271,187500,55.7185041,0
20,48110,94052,33.9356626,0
20,4855,11109,1.1789648000000001,0
20,2564,5122,0.08624745000000002,0
20,2340,5518,0.03818745,0
20,1974,4624,0.009702,0
20,2548,5338,3.8939321500000004,0
20,2352,4752,3.9295104000000003,0
20,2032,4814,0.024957800000000006,0
20,1716,4944,0.007289950000000001,0
20,2170,4596,0.0309408,0
20,2292,8143,2.87753475,0
20,43744,82763,28.850058949999998,0
20,18226,195158,27.784899549999995,0
20,41968,63271,20.449916100000003,0
20,14218,44254,19.5705885,0
20,23127,90165,1.72700905,0
20,18822,19406,7.184031649999999,0
20,1956,5116,0.00022900000000000004,0
20,16136,15712,5.905735400000001,0
20,4748,3946,0.0002555,0
20,22921,1883340,18.20381595,0
20,57095,1549680,62.55797355,0
20,11372,35477,45.6895914,0
20,1734,5588,0.053246949999999994,0
20,1758,4882,0.038122100000000006,0
20,1564,3008,0.009884350000000002,0
20,1606,3364,0.012639899999999999,0
20,2228,7902,0.05360045,0
20,14083,210774,46.2571848,0
20,41942,1539763,116.2891952,0
20,33385,868412,92.10912579999999,0
20,3836,34571,11.8655309,0
20,0,0,6.66e-05,0
20,647,48,0.005791050000000001,0
20,318,72,4.06e-05,0
20,4118,30,0.12400660000000001,0
20,834,36,5.8683020500000005,0
20,510,0,4.685e-05,0
20,174,6,0.025705849999999995,0
20,28342,37968,9.111259749999999,0
20,96475,139246,13.617284399999999,0
20,4150,8187,3.71475375,0
20,1704,3384,0.009941049999999996,0
20,1456,3206,0.015609300000000001,0
20,9991,23950,1.03599845,0
20,13969,90597,13.187736800000001,0
20,6936,46945,8.44889205,0
20,15706,355601,13.228163499999999,0
20,1027,2420,0.12519505000000003,0
20,1219,2764,3.6225378999999998,0
20,1138,2444,0.56367835,0
20,1141,2664,2.67712765,0
20,1156,3106,7.5993192999999994,0
20,12222,949708,4.71805645,0
20,18505,237894,4.978151349999999,0
20,14169,271280,5.5912547,0
20,9714,211372,2.2072338,0
20,1894,5172,0.0353976,0
20,2156,5664,0.9603432,0
20,2196,5294,0.6589967000000001,0
20,2018,4294,0.031316000000000004,0
20,2832,5206,0.23132950000000005,0
20,2466,4494,0.04697785,0
20,2262,4906,0.030962800000000002,0
20,2380,6598,0.028901299999999998,0
20,1692,5222,0.08786435,0
20,15957,33776,2.2562036500000002,0
20,14914,122607,6.001275250000001,0
20,17094,88954,5.42132175,0
20,11492,77967,4.27874205,0
20,14902,54197,1.81120385,0
20,17666,43937,1.8711743999999997,0
20,35247,5010612,13.732082049999997,0
20,1538,3438,0.05156924999999999,0
20,24567,41469,11.6122128,0
20,10623,3502,5.571636250000001,0
20,1071,66,0.0034628000000000007,0
20,170,78,0.0019585,0
20,2938,96,0.006269000000000001,0
20,580,54,0.0053504,0
20,13907,91489,30.255353249999995,0
20,21275,273951,11.907498349999997,0
20,8409,24729,13.688095350000003,0
20,11756,35319,41.944467149999994,0
20,10484,233500,31.769165249999997,0
20,2493,20063,6.1424875,0
20,1384,4494,0.12685745,0
20,1444,4676,0.059538000000000015,0
20,1456,4278,0.050770100000000006,0
20,1514,4138,0.043088100000000004,0
20,1510,4258,0.031569549999999995,0
20,1408,4406,0.07522510000000002,0
20,1412,4860,0.06618709999999998,0
20,1682,5024,0.0754021,0
20,1700,4434,0.05846784999999999,0
20,2396,7554,3.13126085,0
20,8400,298718,6.3808965,0
20,11739,761901,17.94849285,0
20,14278,19859,12.968584949999999,0
20,2793,15519,13.141011,0
20,9402,55273,51.87076394999999,0
20,87937,86024,23.431827649999995,0
20,22550,120813,3.6320674999999993,0
20,17850,89034,21.323565350000003,0
20,29589,34249,3.6670456000000002,0
20,11815,70629,6.3300599,0
20,4827,87060,8.4017471,0
20,11110,101357,22.244081899999998,0
20,21095,34976,0.07736845,0
20,1938,3276,0.0002173,0
20,23768,8238,3.2174522499999996,0
20,3000,6294,0.13819474999999998,0
20,942,2441,0.0891394,0
20,1083,2839,0.3102937,0
20,1192,2881,1.0689208499999998,0
20,1007,2292,0.08710034999999999,0
20,1114,2624,0.11902320000000002,0
20,1047,2627,0.1085318,0
20,10522,20520,0.43054645,0
20,18809,13074,11.322383400000001,0
20,7394,23062,9.746415899999999,0
20,1299,1939,5.507472900000001,0
20,288,84,0.0020158,0
20,619,42,0.0054841,0
20,240,0,0.00013700000000000002,0
20,89585,258,0.00514495,0
20,448,67,5.2808896,0
20,19231,1812,0.01688475,0
20,1488,756,3.7143333999999997,0
20,33520,40574,7.396394200000001,0
20,135472,608391,23.654822149999998,0
20,1416,3558,0.01530725,0
20,9893,17365,13.38216205,0
20,21267,5333,0.0236332,0
20,2028,8510,0.09113775,0
20,1932,904,2.98677805,0
20,270,24,0.0009474000000000002,0
20,5646,17145,20.6760965,0
20,5412,3355,6.4293211999999995,0
20,9049,15682,7.745041900000001,0
20,21440,19768,17.0372649,0
20,215,18,5.9751773,0
20,1165,442,2.12811535,0
20,29136,383570,18.06921405,0
20,28839,45630,10.61761365,0
20,5820,9434,0.0003248,0
20,1566,3232,0.00020679999999999999,0
20,36574,1939771,31.931279699999997,0
20,1196,2907,3.5260933999999997,0
20,1024,2271,0.04004219999999999,0
20,4541,9025,17.437364249999998,0
20,47149,1532616,62.33463829999998,0
20,1694,2918,0.041081549999999994,0
20,1474,4856,0.02172685,0
20,1956,4838,0.0504749,0
20,50531,5593807,43.35672735000001,0
20,12523,76673,31.364421349999997,0
20,12749,677709,0.48006574999999996,0
20,9694,147532,0.35991065,0
20,8955,31564,1.15588135,0
20,4407,30498,16.258490099999996,0
20,404,78,0.009725200000000002,0
20,24077,22846,4.034095949999999,0
20,14484,31800,20.23432925,0
20,11446,180555,20.696080600000005,0
20,10292,79073,15.98298485,0
20,2148,3416,0.13020605000000002,0
20,2196,4034,0.0276684,0
20,1830,3968,0.16069039999999998,0
20,2304,3914,0.04138080000000001,0
20,1808,4432,0.03716495,0
20,2214,3908,0.16669505,0
20,2144,3848,0.0798,0
20,1984,3724,0.06896645000000001,0
20,1886,3430,0.039007850000000004,0
20,1976,3684,0.0512768,0
20,2126,3498,0.05806960000000001,0
20,1920,3524,0.05526320000000001,0
20,2132,3962,0.09825885,0
20,2002,3982,0.0170063,0
20,1598,4070,0.01534075,0
20,2318,3878,0.05484335,0
20,9381,594513,16.68838435,0
20,6234,23331,14.841832400000001,0
20,15074,25852,13.613987350000002,0
20,43747,60233,12.062842450000002,0
20,27974,4744,0.031636050000000006,0
20,980,2148,0.05652055,0
20,1000,2058,0.037965900000000004,0
20,1038,2551,3.2786155999999997,0
20,974,2107,0.14776730000000002,0
20,1001,2279,0.1337453,0
20,995,2311,0.15596805,0
20,1026,2368,0.0679253,0
20,1271,3238,5.651269749999999,0
20,2190,5423,9.33798235,0
20,16856,8496,11.55725655,0
20,33758,28734,3.927359850000001,0
20,9980,7079,6.270434450000001,0
20,243,72,6.04775605,0
20,23172,33894,0.02183235,0
20,4762,3986,0.00025015000000000004,0
20,2674,8740,0.00029385000000000007,0
20,18660,361951,23.921186,0
20,904,2188,3.39451745,0
20,508,284,6.2125720499999995,0
20,24423,9056,6.5411506500000005,0
20,4535,19770,7.118064600000001,0
20,2088,59700,6.11722685,0
20,21810,728,0.42109489999999994,0
20,9159,24936,14.8486107,0
20,3343,11073,0.24657090000000004,0
20,7875,68199,21.694923449999997,0
20,24647,92351,49.44191665,0
20,1276,3112,0.10211620000000002,0
20,1472,4308,0.06724865,0
20,1306,3516,0.09212205,0
20,43474,2807920,5.122300399999999,0
20,3662,32233,11.085139349999999,0
20,1531,2258,6.427789249999999,0
20,1125,2196,2.79628345,0
20,915,1826,0.11496564999999999,0
20,23731,1916,6.5357096499999985,0
20,13099,25500,5.905154899999999,0
20,4899,10380,11.87659205,0
20,33223,24605,31.723343,0
20,1603,4808,0.05918215,0
20,10142,88154,30.807184699999993,0
20,10311,175873,20.413345149999998,0
20,21322,104001,21.877655,0
20,22584,721855,4.7854372,0
20,51569,2658049,18.0802212,0
20,1085,2880,10.42224775,0
20,33720,4494958,40.33180994999999,0
20,13858,29670,7.17296345,0
20,2759,9121,6.1493683,0
20,354,36742,5.864886,0
20,29134,13099,11.675136,0
20,33013,1438509,6.298063299999999,0
20,16698,23974,14.60829995,0
20,19282,34976,0.0076107,0
20,1712,3172,0.00022899999999999998,0
20,1176,2713,0.0394576,0
20,10687,15475,7.522539,0
20,26077,18651,11.755663499999999,0
20,4609,13741,11.73370415,0
20,28032,27039,29.597295349999996,0
20,500,48,0.0044098,0
20,1053,96,0.006648599999999999,0
20,12219,192535,17.718514149999997,0
20,7256,54036,5.09136885,0
20,14115,658383,3.5326476000000007,0
20,73883,6232268,21.96501435,0
20,2480,4883,0.6384830000000001,0
20,1394,3110,0.0600329,0
20,1602,4072,0.10705554999999997,0
20,1458,3222,5.82158465,0
20,1366,2386,0.1424357,0
20,17339,38098,19.5054562,0
20,4626,14039,0.60326515,0
20,4893,8880,0.24611440000000004,0
20,5557,6239,0.22049665,0
20,7666,5052,0.2671968,0
20,9197,6550,7.2379035,0
20,15417,97715,56.043339550000006,0
20,10036,44340,29.4973499,0
20,2110,4858,0.018154850000000004,0
20,2722,6226,0.044516599999999996,0
20,2562,4482,0.03304465,0
20,3799,10666,3.3423529000000003,0
20,9627,40303,21.27018525,0
20,20083,179921,38.613581450000005,0
